ordering,keywords,collection_id,source_table_id,colorScheme,variable_id_BKUP,variable_id,skip,indicator_id_BKUP,indicator_id,classificationMethod,preset,year,indicator_path,Tema,Subtema,indicator_label,is_default_variable,variant_label,measure_unit,variant_path,description,metodology,metodology_BACKUP_2026_04_07
16,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,,cn22_pop03_10a14_cor_ama_2,TRUE,pop_bas_mor_tot_10_14_pct,cn22_pop03_10a14_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Pessoas Residentes / Por faixa etária,População e domicílios,Pessoas Residentes / Por faixa etária,Pessoas de 10 a 14 anos de idade,,Pessoas amarelas,Porcentagem em relação ao total de pessoas residentes,Cor (ou raça),"60 anos ou mais, Cor ou raça é amarela",https://georedus.github.io/metadata/cem/cn22/cn22_pop03_10a14_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop03_10a14_tot_2.md
17,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,,cn22_pop03_10a14_cor_bra_2,TRUE,pop_bas_mor_tot_10_14_pct,cn22_pop03_10a14_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Pessoas Residentes / Por faixa etária,População e domicílios,Pessoas Residentes / Por faixa etária,Pessoas de 10 a 14 anos de idade,,Pessoas brancas,Porcentagem em relação ao total de pessoas residentes,Cor (ou raça),"60 anos ou mais, Cor ou raça é branca",https://georedus.github.io/metadata/cem/cn22/cn22_pop03_10a14_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop03_10a14_tot_2.md
18,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,,cn22_pop03_10a14_cor_ind_2,TRUE,pop_bas_mor_tot_10_14_pct,cn22_pop03_10a14_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Pessoas Residentes / Por faixa etária,População e domicílios,Pessoas Residentes / Por faixa etária,Pessoas de 10 a 14 anos de idade,,Pessoas indígenas,Porcentagem em relação ao total de pessoas residentes,Cor (ou raça),"60 anos ou mais, Cor ou raça é indígena",https://georedus.github.io/metadata/cem/cn22/cn22_pop03_10a14_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop03_10a14_tot_2.md
19,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,,cn22_pop03_10a14_cor_neg_2,TRUE,pop_bas_mor_tot_10_14_pct,cn22_pop03_10a14_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Pessoas Residentes / Por faixa etária,População e domicílios,Pessoas Residentes / Por faixa etária,Pessoas de 10 a 14 anos de idade,,Pessoas negras,Porcentagem em relação ao total de pessoas residentes,Cor (ou raça),"60 anos ou mais, Cor ou raça é preta ou parda",https://georedus.github.io/metadata/cem/cn22/cn22_pop03_10a14_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop03_10a14_tot_2.md
20,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,pop_bas_mor_sex_10_14_fem_pct,cn22_pop03_10a14_sex_f_2,,pop_bas_mor_tot_10_14_pct,cn22_pop03_10a14_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Pessoas Residentes / Por faixa etária,População e domicílios,Pessoas Residentes / Por faixa etária,Pessoas de 10 a 14 anos de idade,,Mulheres,Porcentagem em relação ao total de pessoas residentes,Sexo,"Sexo feminino, 10 a 14 anos",https://georedus.github.io/metadata/cem/cn22/cn22_pop03_10a14_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop03_10a14_tot_2.md
21,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,pop_bas_mor_sex_10_14_mas_pct,cn22_pop03_10a14_sex_m_2,,pop_bas_mor_tot_10_14_pct,cn22_pop03_10a14_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Pessoas Residentes / Por faixa etária,População e domicílios,Pessoas Residentes / Por faixa etária,Pessoas de 10 a 14 anos de idade,,Homens,Porcentagem em relação ao total de pessoas residentes,Sexo,"Sexo masculino, 10 a 14 anos",https://georedus.github.io/metadata/cem/cn22/cn22_pop03_10a14_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop03_10a14_tot_2.md
22,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,pop_bas_mor_tot_15_19_pct,cn22_pop03_15a19_tot_2,,pop_bas_mor_tot_15_19_pct,cn22_pop03_15a19_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Pessoas Residentes / Por faixa etária,População e domicílios,Pessoas Residentes / Por faixa etária,Pessoas de 15 a 19 anos de idade,sim,Total de residentes,Porcentagem em relação ao total de pessoas residentes,Total,15 a 19 anos,https://georedus.github.io/metadata/cem/cn22/cn22_pop03_15a19_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop03_15a19_tot_2.md
23,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,,cn22_pop03_15a19_cor_ama_2,,pop_bas_mor_tot_15_19_pct,cn22_pop03_15a19_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Pessoas Residentes / Por faixa etária,População e domicílios,Pessoas Residentes / Por faixa etária,Pessoas de 15 a 19 anos de idade,,Pessoas amarelas,Porcentagem em relação ao total de pessoas residentes,Cor (ou raça),"60 anos ou mais, Cor ou raça é amarela",https://georedus.github.io/metadata/cem/cn22/cn22_pop03_15a19_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop03_15a19_tot_2.md
24,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,,cn22_pop03_15a19_cor_bra_2,,pop_bas_mor_tot_15_19_pct,cn22_pop03_15a19_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Pessoas Residentes / Por faixa etária,População e domicílios,Pessoas Residentes / Por faixa etária,Pessoas de 15 a 19 anos de idade,,Pessoas brancas,Porcentagem em relação ao total de pessoas residentes,Cor (ou raça),"60 anos ou mais, Cor ou raça é branca",https://georedus.github.io/metadata/cem/cn22/cn22_pop03_15a19_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop03_15a19_tot_2.md
25,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,,cn22_pop03_15a19_cor_ind_2,,pop_bas_mor_tot_15_19_pct,cn22_pop03_15a19_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Pessoas Residentes / Por faixa etária,População e domicílios,Pessoas Residentes / Por faixa etária,Pessoas de 15 a 19 anos de idade,,Pessoas indígenas,Porcentagem em relação ao total de pessoas residentes,Cor (ou raça),"60 anos ou mais, Cor ou raça é indígena",https://georedus.github.io/metadata/cem/cn22/cn22_pop03_15a19_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop03_15a19_tot_2.md
26,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,,cn22_pop03_15a19_cor_neg_2,,pop_bas_mor_tot_15_19_pct,cn22_pop03_15a19_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Pessoas Residentes / Por faixa etária,População e domicílios,Pessoas Residentes / Por faixa etária,Pessoas de 15 a 19 anos de idade,,Pessoas negras,Porcentagem em relação ao total de pessoas residentes,Cor (ou raça),"60 anos ou mais, Cor ou raça é preta ou parda",https://georedus.github.io/metadata/cem/cn22/cn22_pop03_15a19_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop03_15a19_tot_2.md
27,,ibge_malha_br_setor_censitario_2022,cem_censo_2022_populacao,schemeOranges,pop_bas_mor_sex_15_19_fem_pct,cn22_pop03_15a19_sex_f_2,,pop_bas_mor_tot_15_19_pct,cn22_pop03_15a19_tot_2,,cem_censo_2022,2022,População e domicílios / 2022 / Pessoas Residentes / Por faixa etária,População e domicílios,Pessoas Residentes / Por faixa etária,Pessoas de 15 a 19 anos de idade,,Mulheres,Porcentagem em relação ao total de pessoas residentes,Sexo,"Sexo feminino, 15 a 19 anos",https://georedus.github.io/metadata/cem/cn22/cn22_pop03_15a19_tot_2/metadata.md,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2022/cn22_pop03_15a19_tot_2.md
