ordering,keywords,collection_id,source_table_id,variable_id,indicator_id,preset,year,indicator_path,Tema,indicator_label,Subtema,variant_label,variant_path,_measure_unit_prev,measure_unit,is_default_variable,description,metodology
331,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_dom_ren_1sm_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Infraestrutura,1/2 a 1 salário mínimo,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1/2 a 1 SM – Não existe iluminação pública,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_ilu_dom_tot_dom_pct.md
332,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_dom_ren_meiosm_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Infraestrutura,Até 1/2 salário mínimo,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/2 do SM – Não existe iluminação pública,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_ilu_dom_tot_dom_pct.md
333,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_dom_ren_2sm_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Infraestrutura,Mais de 2 salários mínimos,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita maior que 2 SM – Não existe iluminação pública,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_ilu_dom_tot_dom_pct.md
334,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_dom_sex_fem_res_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Infraestrutura,Mulheres,Sexo dos responsáveis,Porcentagem em relação ao total de domicílios com mulheres responsáveis,% em relação ao total de domicílios com mulheres responsáveis,,Domicílios particulares permanentes com responsável do sexo feminino – Não existe iluminação pública,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_ilu_dom_tot_dom_pct.md
335,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_dom_sex_mas_res_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Infraestrutura,Homens,Sexo dos responsáveis,Porcentagem em relação ao total de domicílios com homens responsáveis,% em relação ao total de domicílios com homens responsáveis,,Domicílios particulares permanentes com responsável do sexo masculino – Não existe iluminação pública,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_ilu_dom_tot_dom_pct.md
336,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_mor_tot_dom_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Infraestrutura,Total de moradores,Total,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes – Não existe iluminação pública,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_ilu_dom_tot_dom_pct.md
337,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_mor_ren_12sm_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Infraestrutura,1 a 2 salários mínimos,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1 a 2 SM – Não existe iluminação pública,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_ilu_dom_tot_dom_pct.md
338,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_mor_ren_1sm_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Infraestrutura,1/2 a 1 salário mínimo,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1/2 a 1 SM – Não existe iluminação pública,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_ilu_dom_tot_dom_pct.md
339,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_mor_ren_meiosm_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Infraestrutura,Até 1/2 salário mínimo,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/2 do SM – Não existe iluminação pública,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_ilu_dom_tot_dom_pct.md
340,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_mor_ren_2sm_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Infraestrutura,Mais de 2 salários mínimos,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita maior que 2 SM – Não existe iluminação pública,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_ilu_dom_tot_dom_pct.md
341,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_mor_sex_fem_res_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Infraestrutura,Mulheres,Sexo dos responsáveis,Porcentagem em relação ao total de moradores em domicílios com mulheres responsáveis,% em relação ao total de moradores em domicílios com mulheres responsáveis,,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Não existe iluminação pública,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_ilu_dom_tot_dom_pct.md
342,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_mor_sex_mas_res_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Infraestrutura,Homens,Sexo dos responsáveis,Porcentagem em relação ao total de moradores em domicílios com homens responsáveis,% em relação ao total de moradores em domicílios com homens responsáveis,,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Não existe iluminação pública,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_ilu_dom_tot_dom_pct.md
343,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_mor_cor_ama_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Infraestrutura,Pessoas amarelas,Cor dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes de cor ou raça amarela – Não existe iluminação pública,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_ilu_dom_tot_dom_pct.md
344,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_mor_cor_bra_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Infraestrutura,Pessoas brancas,Cor dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes de cor ou raça branca – Não existe iluminação pública,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_ilu_dom_tot_dom_pct.md
345,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_mor_cor_ind_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Infraestrutura,Pessoas indígenas,Cor dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes de cor ou raça indígena – Não existe iluminação pública,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_ilu_dom_tot_dom_pct.md
346,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_ilu_mor_cor_neg_pct,ent_ilu_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem iluminação pública,Infraestrutura,Pessoas negras,Cor dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes de cor ou raça preta ou parda – Não existe iluminação pública,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_ilu_dom_tot_dom_pct.md
347,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_dom_tot_dom_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Infraestrutura,Total de domicílios,Total,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,sim,Domicílios particulares permanentes – Não existe meio- fio/guia,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_mei_dom_tot_dom_pct.md
348,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_dom_ren_12sm_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Infraestrutura,1 a 2 salários mínimos,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1 a 2 SM – Não existe meio- fio/guia,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_mei_dom_tot_dom_pct.md
349,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_dom_ren_1sm_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Infraestrutura,1/2 a 1 salário mínimo,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1/2 a 1 SM – Não existe meio- fio/guia,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_mei_dom_tot_dom_pct.md
350,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_dom_ren_meiosm_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Infraestrutura,Até 1/2 salário mínimo,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/2 do SM – Não existe meio- fio/guia,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_mei_dom_tot_dom_pct.md
351,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_dom_ren_2sm_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Infraestrutura,Mais de 2 salários mínimos,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita maior que 2 SM – Não existe meio- fio/guia,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_mei_dom_tot_dom_pct.md
352,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_dom_sex_fem_res_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Infraestrutura,Mulheres,Sexo dos responsáveis,Porcentagem em relação ao total de domicílios com mulheres responsáveis,% em relação ao total de domicílios com mulheres responsáveis,,Domicílios particulares permanentes com responsável do sexo feminino – Não existe meio-fio/guia,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_mei_dom_tot_dom_pct.md
353,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_dom_sex_mas_res_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Infraestrutura,Homens,Sexo dos responsáveis,Porcentagem em relação ao total de domicílios com homens responsáveis,% em relação ao total de domicílios com homens responsáveis,,Domicílios particulares permanentes com responsável do sexo masculino – Não existe meio-fio/guia,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_mei_dom_tot_dom_pct.md
354,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_mor_tot_dom_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Infraestrutura,Total de moradores,Total,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes – Não existe meio-fio/guia,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_mei_dom_tot_dom_pct.md
355,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_mor_ren_12sm_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Infraestrutura,1 a 2 salários mínimos,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1 a 2 SM – Não existe meio- fio/guia,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_mei_dom_tot_dom_pct.md
356,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_mor_ren_1sm_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Infraestrutura,1/2 a 1 salário mínimo,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1/2 a 1 SM – Não existe meio- fio/guia,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_mei_dom_tot_dom_pct.md
357,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_mor_ren_2sm_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Infraestrutura,Mais de 2 salários mínimos,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita amaior que 2 SM – Não existe meio- fio/guia,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_mei_dom_tot_dom_pct.md
358,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_mor_ren_meiosm_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Infraestrutura,Até 1/2 salário mínimo,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/2 do SM – Não existe meio- fio/guia,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_mei_dom_tot_dom_pct.md
359,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_mor_sex_fem_res_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Infraestrutura,Mulheres,Sexo dos responsáveis,Porcentagem em relação ao total de moradores em domicílios com mulheres responsáveis,% em relação ao total de moradores em domicílios com mulheres responsáveis,,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Não existe meio-fio/guia,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_mei_dom_tot_dom_pct.md
360,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_mor_sex_mas_res_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Infraestrutura,Homens,Sexo dos responsáveis,Porcentagem em relação ao total de moradores em domicílios com homens responsáveis,% em relação ao total de moradores em domicílios com homens responsáveis,,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Não existe meio-fio/guia,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_mei_dom_tot_dom_pct.md
361,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_mor_cor_neg_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Infraestrutura,Pessoas amarelas,Cor dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes de cor ou raça amarela – Não existe meio-fio/guia,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_mei_dom_tot_dom_pct.md
362,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_mor_cor_ind_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Infraestrutura,Pessoas brancas,Cor dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes de cor ou raça branca – Não existe meio-fio/guia,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_mei_dom_tot_dom_pct.md
363,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_mor_cor_ind_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Infraestrutura,Pessoas brancas,Cor dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes de cor ou raça indígena – Não existe meio-fio/guia,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_mei_dom_tot_dom_pct.md
364,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_mei_mor_cor_neg_pct,ent_mei_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem meio-fio,Infraestrutura,Pessoas amarelas,Cor dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes de cor ou raça preta ou parda– Não existe meio-fio/guia,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_mei_dom_tot_dom_pct.md
365,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_pav_dom_tot_dom_pct,ent_pav_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem pavimentação,Infraestrutura,Total de domicílios,Total,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,sim,Domicílios particulares permanentes – Não existe pavimentação,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_pav_dom_tot_dom_pct.md
366,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_pav_dom_ren_12sm_pct,ent_pav_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem pavimentação,Infraestrutura,1 a 2 salários mínimos,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1 a 2 do SM – Não existe pavimentação,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_pav_dom_tot_dom_pct.md
367,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_pav_dom_ren_1sm_pct,ent_pav_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem pavimentação,Infraestrutura,1/2 a 1 salário mínimo,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1/2 a 1 SM – Não existe pavimentação,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_pav_dom_tot_dom_pct.md
368,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_pav_dom_ren_meiosm_pct,ent_pav_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem pavimentação,Infraestrutura,Até 1/2 salário mínimo,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/2 do SM – Não existe pavimentação,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_pav_dom_tot_dom_pct.md
369,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_pav_dom_ren_2sm_pct,ent_pav_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem pavimentação,Infraestrutura,Mais de 2 salários mínimos,Renda dos responsáveis,Porcentagem em relação ao total de domicílios,% em relação ao total de domicílios,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita maior que 2 SM – Não existe pavimentação,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_pav_dom_tot_dom_pct.md
370,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_pav_dom_sex_fem_res_pct,ent_pav_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem pavimentação,Infraestrutura,Mulheres,Sexo dos responsáveis,Porcentagem em relação ao total de domicílios com mulheres responsáveis,% em relação ao total de domicílios com mulheres responsáveis,,Domicílios particulares permanentes com responsável do sexo feminino – Não existe pavimentação,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_pav_dom_tot_dom_pct.md
371,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_pav_dom_sex_mas_res_pct,ent_pav_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem pavimentação,Infraestrutura,Homens,Sexo dos responsáveis,Porcentagem em relação ao total de domicílios com homens responsáveis,% em relação ao total de domicílios com homens responsáveis,,Domicílios particulares permanentes com responsável do sexo masculino – Não existe pavimentação,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_pav_dom_tot_dom_pct.md
372,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_pav_mor_tot_dom_pct,ent_pav_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem pavimentação,Infraestrutura,Total de moradores,Total,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes – Não existe pavimentação,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_pav_dom_tot_dom_pct.md
373,,ibge_malha_br_setor_censitario_2010,cem_censo_2010_rel,ent_pav_mor_ren_2sm_pct,ent_pav_dom_tot_dom_pct,cem_censo_2010_2022,2010,Infraestrutura e serviços urbanos / 2010 / Infraestrutura,Infraestrutura e serviços urbanos,Domicílios sem pavimentação,Infraestrutura,Mais de 2 salários mínimos,Renda dos moradores,Porcentagem em relação ao total de moradores,% em relação ao total de moradores,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/2 do SM – Não existe pavimentação,https://raw.githubusercontent.com/cem-usp/georedus_metodologia/refs/heads/main/censo/2010/ent_pav_dom_tot_dom_pct.md
